Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
Maruti Swift Dzire,11,73000,Diesel,Manual,First,23.4,1248,74,5,4.35,Maruti
Maruti Alto 800,7,32227,Petrol,Manual,First,22.74,796,47.3,5,3.26,Maruti
Honda City 1.5,12,55000,Petrol,Manual,First,17,1497,118,5,4.21,Honda
Audi Q7 3.0,5,11287,Diesel,Automatic,First,12.07,2967,241.4,7,70.36,Audi
Skoda Laura 1.9,14,48000,Diesel,Automatic,Second,17,1896,105,5,2.95,Skoda
Hyundai Verna 1.6,11,54308,Petrol,Manual,First,17.1,1591,121.3,5,4.28,Hyundai
Honda City 1.5,14,78442,Petrol,Automatic,First,16.8,1497,118,5,3.57,Honda
Hyundai i20 Magna,10,46000,Diesel,Manual,First,21.9,1396,88.8,5,3.11,Hyundai
Hyundai i20 Sportz,9,45051,Petrol,Automatic,First,15,1396,98.6,5,5.96,Hyundai
Volkswagen Vento Diesel,12,69000,Diesel,Manual,First,20.54,1598,103.6,5,4.7,Volkswagen
Honda City i,9,49000,Petrol,Manual,First,17.4,1497,117.3,5,6.9,Honda
Tata Zest Quadrajet,5,45000,Diesel,Manual,First,22.95,1248,74,5,5.25,Tata
BMW 5 Series,8,64000,Diesel,Automatic,First,18.48,1995,177,5,28,BMW
Maruti Wagon R,14,60000,Petrol,Manual,First,18.9,1061,67,5,1.35,Maruti
Honda Jazz VX,8,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85,Honda
Volkswagen Jetta 2007-2011,11,58006,Diesel,Manual,First,15,1896,105,5,6.7,Volkswagen
Hyundai i10 Magna,13,74000,Petrol,Manual,First,20.36,1197,78.9,5,3.1,Hyundai
Mercedes-Benz New C-Class,8,77771,Diesel,Automatic,First,19.27,2143,170,5,18.64,Mercedes-Benz
Hyundai i10 Magna,11,45275,Petrol,Manual,First,20.36,1197,78.9,5,2.8,Hyundai
Toyota Innova Crysta,7,48000,Diesel,Manual,First,13.68,2393,147.8,7,20.25,Toyota
Audi A6 2011-2015,8,31652,Diesel,Automatic,First,17.68,1968,174.33,5,26.78,Audi
Toyota Innova 2.5,13,109000,Diesel,Manual,Second,12.99,2494,100.6,7,8.26,Toyota
Volkswagen Polo Petrol,8,31978,Petrol,Manual,First,16.47,1198,73.9,5,3.89,Volkswagen
Maruti Alto K10,12,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,Maruti
Honda City i-VTEC,6,15000,Petrol,Automatic,First,18,1497,117.3,5,12.69,Honda
Tata Indigo LX,10,59138,Diesel,Manual,First,17,1405,70,5,2.58,Tata
Audi A6 2011-2015,9,61726,Diesel,Automatic,First,17.68,1968,174.33,5,20.77,Audi
Mercedes-Benz GLA Class,8,48000,Diesel,Automatic,First,17.9,2143,136,5,20.26,Mercedes-Benz
Hyundai Santro Xing,17,58000,Petrol,Manual,Second,0,1086,113.2530497,5,1.5,Hyundai
Maruti Swift VDI,12,60020,Diesel,Manual,First,17.8,1248,113.2530497,5,2.5,Maruti
Maruti Celerio VXI,9,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25,Maruti
Mercedes-Benz GLE 250d,6,29000,Diesel,Automatic,First,17.9,2143,201.15,5,57,Mercedes-Benz
Land Rover Range,6,44000,Diesel,Automatic,First,12.7,2179,187.7,5,44,Land
Volkswagen Vento Diesel,12,108626,Diesel,Manual,First,20.54,1598,103.6,5,3.65,Volkswagen
Maruti Omni 8,11,71791,Petrol,Manual,First,14,796,35,5,2.05,Maruti
Honda Brio 1.2,11,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13,Honda
Tata Sumo Delux,23,158000,Diesel,Manual,Second,14.07,2956,83.1,7,1.5,Tata
Tata Indica Vista,11,91183,Diesel,Manual,First,18,1248,75,5,2.85,Tata
Maruti Wagon R,11,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65,Maruti
Mahindra XUV500 W8,8,88428,Diesel,Manual,First,16,2179,140,7,10.6,Mahindra
Tata Indigo LS,15,138000,Diesel,Manual,Second,17.1,1396,70,5,1.25,Tata
Maruti Ertiga Paseo,5,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25,Maruti
Honda Accord 2.4,12,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45,Honda
Maruti Swift Dzire,11,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7,Maruti
Ford Fiesta EXi,14,160000,Diesel,Manual,First,17.8,1399,68,5,2.8,Ford
Honda City ZX,15,40000,Petrol,Manual,First,17.7,1497,78,5,1.8,Honda
Audi A6 2011-2015,9,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95,Audi
BMW 6 Series,12,30000,Diesel,Automatic,First,9.52,2993,313,4,49,BMW
Audi Q7 45,6,97430,Diesel,Automatic,First,14.75,2967,245,7,62.67,Audi
Maruti Zen Estilo,15,42496,CNG,Manual,First,26.3,998,67.1,5,1.4,Maruti
Hyundai i20 1.4,11,83000,Diesel,Manual,First,23,1396,90,5,5.5,Hyundai
Hyundai i10 Sportz,14,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95,Hyundai
Honda Jazz 1.2,7,28503,Petrol,Automatic,First,19,1199,88.7,5,6.86,Honda
Maruti Swift VDI,8,76496,Diesel,Manual,First,25.2,1248,74,5,6.15,Maruti
Hyundai i20 Asta,12,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3,Hyundai
Volkswagen Polo Petrol,12,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55,Volkswagen
Maruti Alto LXi,14,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5,Maruti
Toyota Corolla H4,19,105000,Petrol,Automatic,Second,11.3,1794,125,5,2.5,Toyota
Maruti Alto LXi,17,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4,Maruti
Tata Manza ELAN,11,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4,Tata
Maruti Alto LXi,11,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25,Maruti
Skoda Octavia Ambition,10,775000,Diesel,Automatic,First,19.3,1968,141,5,7.5,Skoda
Toyota Corolla H4,15,80000,Petrol,Automatic,First,11.3,1794,125,5,2.8,Toyota
Hyundai i20 Asta,7,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66,Hyundai
Maruti Vitara Brezza,7,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15,Maruti
Honda City 1.5,13,87430,Petrol,Manual,First,17,1497,118,5,3.5,Honda
Tata Indica Vista,9,133944,Diesel,Manual,Second,18,1248,75,5,3.5,Tata
Honda Amaze S,10,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45,Honda
Hyundai EON D,7,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55,Hyundai
BMW 3 Series,8,30717,Diesel,Automatic,Second,21.76,1995,190,5,25.99,BMW
Hyundai Verna 1.6,11,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25,Hyundai
Tata Manza Club,10,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9,Tata
Skoda Octavia RS,18,100000,Petrol,Automatic,First,14.45,1984,227,5,2.05,Skoda
Maruti Alto K10,6,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75,Maruti
Ford Ecosport 1.5,9,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,Ford
Chevrolet Spark 1.0,12,21000,Petrol,Manual,Second,18,995,62,5,0.95,Chevrolet
Jaguar XF 2.0,6,21000,Diesel,Automatic,First,19.33,1999,177,5,52,Jaguar
Honda CR-V RVi,16,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3.91,Honda
Skoda Superb L&K,4,13747,Petrol,Automatic,First,14.67,1798,177.46,5,27.3,Skoda
Hyundai i10 Magna,14,620000,Petrol,Manual,First,20.36,1197,78.9,5,2.7,Hyundai
Maruti Swift LDI,10,70000,Diesel,Manual,First,22.9,1248,74,5,3.5,Maruti
Maruti Swift Dzire,7,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2,Maruti
Nissan Micra Diesel,12,83000,Diesel,Manual,First,23.08,1461,63.1,5,2.75,Nissan
Maruti Swift Dzire,8,130000,Diesel,Manual,First,23.4,1248,74,5,3.25,Maruti
Ford Fiesta Classic,11,63400,Diesel,Manual,First,17.8,1399,67,5,3.25,Ford
Maruti Zen LX,20,65000,Petrol,Manual,First,17.3,993,60,5,0.65,Maruti
Mini Clubman Cooper,6,8350,Petrol,Manual,First,13.8,1998,192,5,35,Mini
Toyota Etios GD,9,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25,Toyota
Maruti Alto 800,5,26200,Petrol,Manual,First,24.7,796,47.3,5,2.9,Maruti
Maruti Alto VXi,12,11000,Petrol,Manual,Third,18.9,796,47,5,2.9,Maruti
BMW X5 3.0d,14,90000,Diesel,Automatic,Second,11,2993,235,5,17.75,BMW
Nissan Teana XV,8,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,8.25,Nissan
Hyundai Grand i10,8,37081,Petrol,Automatic,First,18.9,1197,82,5,5.77,Hyundai
Maruti Vitara Brezza,6,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49,Maruti
Audi Q7 3.0,15,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95,Audi
Mercedes-Benz GLA Class,8,38000,Diesel,Automatic,First,17.9,2143,136,5,20,Mercedes-Benz
Maruti 800 AC,16,72000,Petrol,Manual,Third,16.1,796,37,4,1,Maruti
Renault Duster 85PS,8,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1,Renault
Toyota Corolla Altis,6,5900,Diesel,Manual,First,21.43,1364,87.2,5,16.5,Toyota
Mercedes-Benz New C-Class,9,25000,Diesel,Manual,First,15.8,2148,170,5,26,Mercedes-Benz
Maruti Ritz VDi,13,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3.2,Maruti
Honda BRV i-VTEC,6,35676,Petrol,Automatic,First,16,1497,117.3,7,9.48,Honda
Hyundai Xcent 1.1,8,74310,Diesel,Manual,First,24.4,1120,71,5,4,Hyundai
Mercedes-Benz E-Class 2009-2013,9,59364,Diesel,Automatic,First,14.21,2143,203,5,26.5,Mercedes-Benz
Mercedes-Benz B Class,9,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77,Mercedes-Benz
Mercedes-Benz E-Class 2015-2017,6,33900,Diesel,Automatic,First,15,2143,204,5,37,Mercedes-Benz
Honda City i,7,28000,Petrol,Manual,First,17.8,1497,117.3,5,8.75,Honda
Hyundai Santro Xing,16,50958,Petrol,Manual,First,17,1086,113.2530497,5,1.95,Hyundai
Honda City 1.5,12,93982,Petrol,Manual,First,17,1497,118,5,3.75,Honda
Hyundai Verna Transform,13,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5,Hyundai
Jaguar XE Portfolio,6,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34.5,Jaguar
Honda Amaze S,8,52516,Petrol,Manual,First,18,1198,86.7,5,4.65,Honda
Mini Cooper Convertible,8,20000,Petrol,Automatic,First,18.86,1598,122,4,32,Mini
Mercedes-Benz S Class,6,56451,Diesel,Automatic,First,13.5,2987,282,5,62.81,Mercedes-Benz
Hyundai EON Magna,9,37000,Petrol,Manual,First,21.1,814,55.2,5,3.25,Hyundai
Maruti Wagon R,9,17400,Petrol,Manual,First,20.51,998,67.04,5,3.1,Maruti
Maruti Ritz LDi,12,90207,Diesel,Manual,First,21.1,1248,73.9,5,3.91,Maruti
BMW 3 Series,12,89616,Diesel,Automatic,First,16.07,1995,181,5,11,BMW
Tata Xenon XT,9,85000,Diesel,Manual,First,13.49,2179,138.03,5,3.5,Tata
Audi A3 35,9,79271,Diesel,Automatic,First,20.38,1968,143,5,16.5,Audi
Land Rover Range,11,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30,Land
Mercedes-Benz GL-Class 2007,13,85001,Diesel,Automatic,Second,12,2987,224,7,28,Mercedes-Benz
Mitsubishi Pajero Sport,5,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28,Mitsubishi
Maruti Alto LX,13,125000,Petrol,Manual,First,19.7,796,46.3,5,0.92,Maruti
Maruti Wagon R,10,53000,Petrol,Manual,First,14,1061,64,5,2.75,Maruti
Land Rover Range,6,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53.83,Land
Hyundai Verna 1.6,12,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4.95,Hyundai
BMW 5 Series,10,56000,Diesel,Automatic,First,16.73,2993,218,5,33.5,BMW
Jaguar XF Diesel,10,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27.95,Jaguar
Skoda Superb Elegance,13,57000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,Skoda
Audi Q3 35,6,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25.71,Audi
Land Rover Range,9,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29.67,Land
Mercedes-Benz New C-Class,10,35299,Diesel,Automatic,First,14.84,2143,170,5,19,Mercedes-Benz
Mahindra Scorpio S10,6,28464,Diesel,Manual,First,15.4,2179,120,7,13.05,Mahindra
BMW 3 Series,8,41000,Diesel,Automatic,First,21.76,1995,190,5,25.5,BMW
Honda BR-V i-VTEC,6,9000,Petrol,Manual,First,15.4,1497,117.3,7,8.5,Honda
Volvo S80 2006-2013,13,92098,Diesel,Automatic,Second,16,2400,215,5,7.25,Volvo
Hyundai Accent GLE,18,5834,Petrol,Manual,First,13.2,1495,94,5,0.8,Hyundai
Hyundai i20 Active,6,40250,Petrol,Manual,First,17.19,1197,81.86,5,6.9,Hyundai
Mercedes-Benz GLC 43,5,22397,Petrol,Automatic,First,11.5,2996,367,5,70.99,Mercedes-Benz
Hyundai EON Magna,8,20800,Petrol,Manual,Second,21.1,814,55.2,5,2.25,Hyundai
Hyundai Grand i10,5,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5,Hyundai
Honda City 1.5,10,52576,Petrol,Manual,First,13,1493,100,5,4.35,Honda
Volkswagen Polo Petrol,13,55000,Petrol,Manual,First,16.47,1198,73.9,5,2.25,Volkswagen
Audi A6 35,7,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5,Audi
Volkswagen Jetta 2007-2011,13,42021,Diesel,Manual,First,0,1968,113.2530497,5,5.45,Volkswagen
Hyundai Creta 1.6,6,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03,Hyundai
Mercedes-Benz New C-Class,12,50000,Petrol,Automatic,Second,11.74,1796,186,5,8.5,Mercedes-Benz
Mini Cooper Convertible,9,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28.5,Mini
Hyundai Santro Xing,17,108000,Petrol,Manual,Second,17,1086,113.2530497,5,1.2,Hyundai
Toyota Etios VD,10,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75,Toyota
Honda Brio S,9,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3.2,Honda
Maruti Baleno Alpha,5,12831,Petrol,Automatic,First,21.4,1197,83.1,5,9.89,Maruti
Skoda Laura Ambiente,11,143017,Diesel,Automatic,First,20,1968,138.1,5,6.58,Skoda
Hyundai EON Era,5,13102,Petrol,Manual,First,21.1,814,55.2,5,4.06,Hyundai
Renault Captur 1.5,4,24950,Diesel,Manual,First,20.37,1461,108.45,5,13.37,Renault
BMW 5 Series,12,57832,Diesel,Automatic,First,16.2,2993,258,5,25.82,BMW
Maruti Alto 800,7,34267,Petrol,Manual,First,22.74,796,47.3,5,3.74,Maruti
Volvo V40 D3,8,33000,Diesel,Automatic,Second,16.8,1984,150,5,22,Volvo
Maruti Wagon R,16,55100,Petrol,Manual,First,18.9,998,67.1,5,1.45,Maruti
Honda City ZX,15,40000,Petrol,Manual,First,17.7,1497,78,5,2,Honda
Maruti Eeco 5,6,31841,CNG,Manual,First,15.1,1196,73,5,4.7,Maruti
Chevrolet Enjoy 1.4,9,15000,Petrol,Manual,First,13.7,1399,98.79,8,3.75,Chevrolet
Mahindra Bolero ZLX,7,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7,Mahindra
Hyundai Santro GLS,11,50243,Petrol,Manual,First,0,1086,113.2530497,5,3.35,Hyundai
Hyundai EON D,9,20600,Petrol,Manual,First,21.1,814,55.2,5,2.6,Hyundai
Hyundai Creta 1.6,6,29952,Petrol,Automatic,First,13,1591,121.3,5,13.77,Hyundai
Volkswagen Vento 1.6,6,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7.1,Volkswagen
Honda Civic 2006-2010,15,61938,Petrol,Automatic,Second,12.9,1799,130,5,2.65,Honda
Tata Indica Vista,9,67000,Diesel,Manual,First,22.3,1248,74,5,2.5,Tata
Mahindra XUV500 W8,10,61672,Diesel,Manual,First,16,2179,140,7,7.53,Mahindra
Hyundai i20 1.2,6,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98,Hyundai
Audi Q5 30,9,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39,Audi
Maruti Ritz VXi,12,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25,Maruti
Mitsubishi Cedia Sports,13,66000,Petrol,Manual,Second,13.17,1999,114,5,3.85,Mitsubishi
Toyota Innova 2.5,8,80883,Diesel,Manual,First,12.8,2494,102,7,13.5,Toyota
Maruti Celerio LDi,7,80219,Diesel,Manual,First,27.62,793,47,5,3.5,Maruti
Maruti S-Cross Delta,5,12923,Diesel,Manual,First,25.1,1248,88.5,5,8.92,Maruti
Audi Q3 35,7,86642,Diesel,Automatic,First,15.17,1968,181,5,20.37,Audi
BMW 3 Series,7,19235,Diesel,Automatic,First,21.76,1995,190,5,36.5,BMW
Audi Q7 4.2,7,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48.91,Audi
Hyundai i20 2015-2017,7,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2,Hyundai
Renault Duster 110PS,11,82749,Diesel,Manual,First,19.01,1461,108.45,5,5.99,Renault
Hyundai Xcent 1.1,7,51000,Diesel,Manual,First,24.4,1120,71,5,5.25,Hyundai
Ford Ecosport 1.5,9,31465,Diesel,Manual,First,22.7,1498,89.84,5,6.5,Ford
Volkswagen Polo Petrol,10,76476,Petrol,Manual,First,16.47,1198,73.9,5,4.4,Volkswagen
Hyundai Grand i10,6,14000,Diesel,Manual,First,24,1120,70,5,4.6,Hyundai
Tata Manza Aqua,10,47000,Diesel,Manual,First,21.12,1248,88.8,5,2.95,Tata
Honda City 1.5,12,48466,Petrol,Manual,First,17,1497,118,5,3.26,Honda
Hyundai Santro Xing,15,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22,Hyundai
Toyota Innova 2.5,11,162663,Diesel,Manual,First,12.99,2494,100,7,10.5,Toyota
Maruti Ciaz 1.3,6,25142,Diesel,Manual,First,28.09,1248,88.5,5,8.26,Maruti
Toyota Fortuner 4x4,10,69000,Diesel,Manual,First,12.55,2982,169,7,14.45,Toyota
Ford Fiesta 1.6,14,80524,Petrol,Manual,Second,15.3,1596,113.2530497,5,2.5,Ford
Mercedes-Benz E-Class E,5,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51.43,Mercedes-Benz
Mercedes-Benz New C-Class,9,45000,Diesel,Manual,First,15.8,2148,170,5,23,Mercedes-Benz
Skoda Yeti Ambition,11,64284,Diesel,Manual,First,17.72,1968,108.49,5,5.5,Skoda
Hyundai Grand i10,8,27000,Petrol,Manual,First,18.9,1197,82,5,4.5,Hyundai
Ford Figo 2015-2019,5,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8,Ford
Skoda Octavia Ambition,10,21000,Petrol,Manual,First,16.8,1395,138.02,5,8.75,Skoda
Renault Duster 85PS,8,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7,Renault
Land Rover Range,8,24000,Diesel,Automatic,Second,15.68,1999,177,5,33.5,Land
Ford Figo Diesel,12,75000,Diesel,Manual,Second,20,1399,68,5,2.25,Ford
Ford Endeavour Hurricane,15,179000,Diesel,Automatic,Second,12.8,2953,156,7,4.24,Ford
Toyota Fortuner 4x4,6,47198,Diesel,Manual,First,12.55,2982,168.5,7,28.42,Toyota
Volkswagen Polo Diesel,11,52000,Diesel,Manual,First,22.07,1199,73.9,5,2.75,Volkswagen
Maruti Ritz VDi,12,91000,Diesel,Manual,First,23.2,1248,73.94,5,3,Maruti
Nissan Micra Diesel,10,60000,Diesel,Manual,First,23.08,1461,63.1,5,3.55,Nissan
Hyundai Verna 1.6,10,37873,Diesel,Manual,First,22.32,1582,126.32,5,4.8,Hyundai
BMW 5 Series,12,31000,Petrol,Automatic,First,10.8,2497,150,5,13.5,BMW
Mercedes-Benz GLS 350d,6,129000,Diesel,Automatic,First,11,2987,258,7,56,Mercedes-Benz
Honda CR-V 2.4L,19,78000,Petrol,Automatic,First,12,2354,187.4,5,3.99,Honda
Hyundai Creta 1.6,7,32000,Diesel,Automatic,First,17.01,1582,126.2,5,15.5,Hyundai
Hyundai i10 Era,13,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32,Hyundai
Mercedes-Benz A Class,7,35437,Diesel,Automatic,First,20,2143,136,5,18.58,Mercedes-Benz
Maruti Ertiga VXI,9,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5,Maruti
Skoda Octavia Classic,17,72000,Diesel,Manual,Second,18.7,1896,66,5,3.2,Skoda
Honda Amaze VX,8,79000,Petrol,Manual,First,18,1198,86.7,5,4,Honda
Maruti Zen LXi,19,29000,Petrol,Manual,First,17.3,993,60,5,1.6,Maruti
Maruti SX4 ZXI,10,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15,Maruti
Honda Brio VX,9,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4.25,Honda
Maruti Wagon R,12,75000,Petrol,Manual,First,18.9,998,67.1,5,2.6,Maruti
Toyota Camry A/T,15,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3.43,Toyota
Chevrolet Beat LS,11,32717,Petrol,Manual,First,18.6,1199,79.4,5,2.55,Chevrolet
Toyota Fortuner 4x4,6,25000,Diesel,Automatic,First,12.55,2982,168.5,7,32,Toyota
Ford Ecosport 1.5,9,79000,Diesel,Manual,First,22.7,1498,89.84,5,6.25,Ford
Maruti Swift Vdi,13,86000,Diesel,Manual,Second,17.8,1248,75,5,3.6,Maruti
Mercedes-Benz S Class,13,137000,Diesel,Automatic,First,13.5,2987,282,5,18.5,Mercedes-Benz
Honda Mobilio S,8,25000,Petrol,Manual,Second,17.3,1497,117.3,7,4.25,Honda
Hyundai Grand i10,6,8500,Petrol,Manual,Second,18.9,1197,82,5,4.8,Hyundai
Mahindra XUV500 AT,8,34000,Diesel,Automatic,First,16,2179,140,7,13,Mahindra
Skoda Fabia 1.6,11,41629,Petrol,Manual,Second,14.83,1598,105,5,2.25,Skoda
Hyundai Santro Xing,14,80227,Petrol,Manual,First,17.92,1086,62.1,5,2.3,Hyundai
Hyundai Creta 1.6,4,8587,Petrol,Manual,First,15.29,1591,121.3,5,13.56,Hyundai
Mahindra Scorpio 1.99,6,30000,Diesel,Manual,First,15.4,1997,120,7,12.25,Mahindra
Skoda Rapid 1.6,10,64186,Diesel,Manual,First,20.5,1598,103.5,5,3.76,Skoda
Renault Duster 110PS,8,76427,Diesel,Manual,First,19.01,1461,108.45,5,8.58,Renault
BMW X5 xDrive,12,75000,Diesel,Automatic,First,11.7,2993,245,5,27.5,BMW
Toyota Etios G,10,27075,Petrol,Manual,First,17.6,1496,88.73,5,4.95,Toyota
Maruti Wagon R,11,30000,Petrol,Manual,First,22.5,998,67.04,5,3.3,Maruti
Hyundai Creta 1.6,7,69434,Petrol,Manual,First,15.8,1591,121.3,5,8,Hyundai
Maruti Celerio VXI,9,56000,Petrol,Manual,First,23.1,998,67.04,5,2.79,Maruti
Land Rover Range,6,49275,Diesel,Automatic,First,12.7,2179,187.7,5,45.64,Land
Chevrolet Beat LT,9,8700,Petrol,Manual,First,18.6,1199,76.8,5,2.55,Chevrolet
Tata Nano Twist,9,18000,Petrol,Manual,Second,25.4,624,37.5,4,1,Tata
Audi A6 2011-2015,6,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37.56,Audi
Mercedes-Benz E-Class 280,14,80464,Diesel,Automatic,Second,11,2987,198.5,5,9.29,Mercedes-Benz
Maruti Swift VXI,4,20667,Petrol,Manual,First,22,1197,81.8,5,6.37,Maruti
Fiat Linea T,10,60283,Petrol,Manual,First,14.6,1368,112,5,2.98,Fiat
Maruti Swift VXI,6,31696,Petrol,Manual,First,20.4,1197,81.8,5,5.75,Maruti
Toyota Fortuner 3.0,13,100000,Diesel,Manual,First,11.5,2982,171,7,13,Toyota
Maruti Ertiga ZXI,9,13361,Petrol,Manual,First,16.02,1373,93.7,7,6.8,Maruti
BMW 3 Series,13,48394,Petrol,Automatic,First,12.05,1995,154,5,10.49,BMW
Maruti Ertiga VXI,9,47399,Petrol,Manual,First,16.02,1373,93.7,7,5.6,Maruti
Honda City 1.5,13,69000,Petrol,Automatic,Second,16.8,1497,118,5,2.85,Honda
Hyundai Santa Fe,10,65278,Diesel,Manual,First,14.66,2199,194.3,7,8.36,Hyundai
Tata Indigo LS,18,108000,Diesel,Manual,First,17,1405,70,5,1,Tata
Mercedes-Benz E-Class 2009-2013,13,50645,Petrol,Automatic,Second,10.93,2497,204,5,10.75,Mercedes-Benz
Maruti Swift Dzire,12,130002,Diesel,Manual,First,19.3,1248,73.9,5,3.85,Maruti
Ford Fiesta Classic,11,107000,Diesel,Manual,First,17.8,1399,67,5,3,Ford
Honda City i,8,41950,Petrol,Automatic,First,18,1497,117.3,5,9.6,Honda
Toyota Fortuner 4x2,11,109000,Diesel,Manual,First,13,2982,168.5,7,13.25,Toyota
Honda Amaze VX,7,9000,Petrol,Manual,First,18,1198,86.7,5,5.75,Honda
Hyundai i20 Asta,9,43900,Diesel,Manual,First,22.54,1396,88.73,5,6.75,Hyundai
Chevrolet Enjoy TCDi,10,64000,Diesel,Manual,Second,18.2,1248,73.8,7,4.85,Chevrolet
Mercedes-Benz New C-Class,4,13190,Petrol,Automatic,First,0,1950,181.43,5,38.99,Mercedes-Benz
Maruti SX4 ZXI,14,77652,Petrol,Automatic,First,12.6,1586,103.2,5,2.85,Maruti
Toyota Innova 2.5,11,55000,Diesel,Manual,First,12.99,2494,100,7,9.51,Toyota
BMW 5 Series,11,59900,Diesel,Automatic,Second,18.48,1995,177,5,18.5,BMW
Renault Duster 110PS,8,73539,Diesel,Manual,First,19.01,1461,108.45,5,6.75,Renault
BMW X1 sDrive,6,31645,Diesel,Automatic,First,20.68,1995,190,5,29.4,BMW
Honda City ZX,14,69690,Petrol,Manual,First,17.7,1497,78,5,3.29,Honda
Maruti Ciaz RS,7,41000,Diesel,Manual,First,28.09,1248,88.5,5,9.5,Maruti
Maruti Swift Dzire,13,109200,Petrol,Manual,Second,17.5,1298,85.8,5,2.2,Maruti
Mahindra XUV500 W6,11,80000,Diesel,Manual,First,15.1,2179,140,7,6.5,Mahindra
Honda Civic 2006-2010,16,51000,Petrol,Manual,First,13.5,1799,130,5,4.9,Honda
Maruti Ertiga ZDI,10,105000,Diesel,Manual,Second,25.47,1248,88.5,7,6.75,Maruti
Toyota Etios Liva,10,179000,Diesel,Manual,First,23.59,1364,67.04,5,3.8,Toyota
Audi TT 2.0,10,12100,Petrol,Automatic,First,9.9,1984,207.8,2,29.5,Audi
Skoda Rapid 1.5,6,31000,Diesel,Manual,First,21.13,1498,108.4,5,10.5,Skoda
Volkswagen Polo 1.5,8,50000,Diesel,Manual,First,20.14,1498,88.8,5,6.2,Volkswagen
Skoda Laura 1.9,14,48000,Diesel,Automatic,First,17,1896,105,5,5,Skoda
Mahindra Renault Logan,16,35000,Diesel,Manual,First,19.2,1461,65,5,2.3,Mahindra
